dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1458.992754,6228.140987,1342.369356,658.673024,193.996056,37.974848,0.437948
0.020000,1470.983916,6233.781080,1355.620718,662.568132,194.755397,37.967049,0.441349
0.020000,1483.026501,6239.495408,1368.950287,666.478422,195.514488,37.954513,0.444743
0.020000,1495.120461,6245.284421,1382.358364,670.403886,196.273227,37.936981,0.448129
0.020000,1507.265751,6251.148561,1395.845255,674.344517,197.031511,37.914205,0.451506
0.020000,1519.462325,6257.088268,1409.411261,678.300301,197.789230,37.885958,0.454874
0.020000,1531.710137,6263.103974,1423.056685,682.271227,198.546271,37.852030,0.458232
0.020000,1544.009143,6269.196105,1436.781831,686.257277,199.302516,37.812230,0.461581
0.020000,1556.359299,6275.365080,1450.586997,690.258302,200.051272,37.437816,0.464919
0.020000,1568.760562,6281.611312,1464.472483,694.274314,200.800571,37.464972,0.468246
0.020000,1581.212892,6287.935208,1478.438592,698.305454,201.557027,37.822768,0.471562
0.020000,1593.716252,6294.337170,1492.485624,702.351613,202.307909,37.544112,0.474866
0.020000,1606.270603,6300.817592,1506.613880,706.412761,203.057413,37.475220,0.478158
0.020000,1618.875911,6307.376859,1520.823657,710.488869,203.805406,37.399646,0.481438
0.020000,1631.529318,6314.013866,1535.112064,714.420326,196.572869,-361.626857,0.484703
0.020000,1644.225176,6320.725969,1549.473022,718.047946,181.380966,-759.595155,0.487953
0.020000,1656.957853,6327.510432,1563.900427,721.370219,166.113684,-763.364083,0.491186
0.020000,1669.721721,6334.364420,1578.388128,724.385074,150.742739,-768.547283,0.494399
0.020000,1682.511145,6341.284994,1592.929920,727.089591,135.225821,-775.845891,0.497591
0.020000,1695.320527,6348.269135,1607.519590,729.483513,119.696146,-776.483770,0.500761
0.020000,1708.144281,6355.313731,1622.150893,731.565128,104.080745,-780.770012,0.503906
0.020000,1720.976818,6362.415572,1636.817527,733.331687,88.327940,-787.640242,0.507026
0.020000,1733.811861,6369.570966,1651.512356,734.741474,70.489349,-891.929597,0.510118
0.020000,1746.640400,6376.774573,1666.225049,735.634659,44.659239,-1291.505487,0.513181
0.020000,1759.454085,6384.021280,1680.945963,736.045666,20.550376,-1205.443130,0.516212
0.020000,1772.247351,6391.307428,1695.668585,736.131121,4.272743,-813.881665,0.519210
0.020000,1785.014695,6398.629307,1710.386431,735.892283,-11.941905,-810.732399,0.522174
0.020000,1797.750611,6405.983114,1725.092962,735.326540,-28.287168,-817.263158,0.525103
0.020000,1810.449591,6413.364962,1739.781589,734.431344,-44.759781,-823.630624,0.527996
0.020000,1823.106103,6420.770869,1754.445652,733.203173,-61.408561,-832.439024,0.530851
0.020000,1835.714696,6428.196815,1769.078536,731.644212,-77.948038,-826.973840,0.533667
0.020000,1848.269890,6435.638688,1783.673548,729.750583,-94.681476,-836.671885,0.536445
0.020000,1860.766888,6443.092708,1798.224746,727.559894,-109.534426,-742.647532,0.539182
0.020000,1873.203680,6450.556708,1812.729404,725.232906,-116.349395,-340.748449,0.541879
0.020000,1885.580379,6458.029786,1827.187259,722.892758,-117.007436,-32.902022,0.544537
0.020000,1897.897123,6465.511066,1841.598079,720.540976,-117.589079,-29.082157,0.547155
0.020000,1910.154029,6472.999669,1855.961607,718.176397,-118.228929,-31.992508,0.549734
0.020000,1922.351217,6480.494728,1870.277587,715.799007,-118.869508,-32.028971,0.552274
0.020000,1934.488802,6487.995385,1884.545763,713.408800,-119.510389,-32.044009,0.554776
0.020000,1946.566904,6495.500793,1898.765878,711.005776,-120.151165,-32.038815,0.557241
0.020000,1958.585639,6503.010114,1912.937677,708.589947,-120.791456,-32.014551,0.559667
0.020000,1970.545123,6510.522521,1927.060904,706.161329,-121.430903,-31.972347,0.562057
0.020000,1982.445473,6518.037198,1941.135303,703.719946,-122.069169,-31.913299,0.564410
0.020000,1994.286806,6525.553337,1955.160619,701.265827,-122.705938,-31.838477,0.566727
0.020000,2006.069236,6533.070142,1969.136599,698.799009,-123.340917,-31.748913,0.569008
0.020000,2017.792880,6540.586826,1983.062990,696.319532,-123.973829,-31.645612,0.571253
0.020000,2029.457851,6548.102613,1996.939539,693.827444,-124.604420,-31.529543,0.573463
0.020000,2041.064264,6555.616737,2010.765995,691.322795,-125.232453,-31.401646,0.575639
0.020000,2052.612233,6563.128441,2024.542108,688.805640,-125.857709,-31.262829,0.577780
0.020000,2064.101871,6570.636979,2038.267628,686.276041,-126.479989,-31.113968,0.579887
0.020000,2075.533275,6578.141604,2051.942290,683.733104,-127.146812,-33.341142,0.581960
0.020000,2086.906548,6585.641584,2065.565838,681.177373,-127.786556,-31.987233,0.584000
0.020000,2098.221821,6593.136215,2079.138049,678.610549,-128.341186,-27.731512,0.586007
0.020000,2109.479206,6600.624791,2092.658680,676.031552,-128.949867,-30.434006,0.587982
0.020000,2120.678811,6608.106613,2106.127489,673.440457,-129.554768,-30.245087,0.589924
0.020000,2131.820702,6615.580966,2119.544184,670.834755,-130.285113,-36.517228,0.591835
0.020000,2142.905013,6623.047188,2132.908555,668.218553,-130.810066,-26.247668,0.593714
0.020000,2153.931865,6630.504619,2146.220382,665.591359,-131.359717,-27.482560,0.595563
0.020000,2164.901341,6637.952586,2159.479402,662.950980,-132.018956,-32.961948,0.597380
0.020000,2175.813518,6645.390418,2172.685346,660.297206,-132.688671,-33.485731,0.599167
0.020000,2186.668549,6652.817508,2185.838040,657.634675,-133.126558,-21.894343,0.600925
0.020000,2197.466494,6660.233195,2198.937201,654.958081,-133.829730,-35.158617,0.602652
0.020000,2208.207452,6667.636855,2211.982598,652.269845,-134.411787,-29.102816,0.604351
0.020000,2218.891564,6675.027902,2224.974050,649.572599,-134.862297,-22.525539,0.606020
0.020000,2229.518840,6682.405669,2237.911223,646.858638,-135.698020,-41.786137,0.607661
0.020000,2240.089468,6689.769623,2250.794001,644.138931,-135.985368,-14.367386,0.609274
0.020000,2250.603460,6697.119117,2263.622061,641.402968,-136.798136,-40.638397,0.610859
0.020000,2261.060977,6704.453619,2276.395258,638.659845,-137.156184,-17.902401,0.612416
0.020000,2271.462043,6711.772509,2289.113290,635.901604,-137.912048,-37.793199,0.613946
0.020000,2281.806815,6719.075271,2301.776016,633.136301,-138.265147,-17.654979,0.615450
0.020000,2292.095301,6726.361292,2314.383119,630.355150,-139.057523,-39.618808,0.616927
0.020000,2302.327667,6733.630084,2326.934480,627.568059,-139.354575,-14.852587,0.618377
0.020000,2312.503924,6740.881052,2339.429789,624.765435,-140.131214,-38.831917,0.619802
0.020000,2322.624205,6748.113703,2351.868893,621.955212,-140.511112,-18.994935,0.621201
0.020000,2332.688586,6755.327507,2364.251572,619.133957,-141.062745,-27.581626,0.622575
0.020000,2342.697101,6762.521919,2376.577558,616.299296,-141.733054,-33.515444,0.623924
0.020000,2352.649885,6769.696469,2388.846709,613.457568,-142.086402,-17.667422,0.625249
0.020000,2362.546996,6776.850646,2401.058796,610.604333,-142.661757,-28.767750,0.626549
0.020000,2372.388471,6783.983928,2413.213562,607.738315,-143.300904,-31.957333,0.627826
0.020000,2382.174430,6791.095866,2425.310862,604.864983,-143.666624,-18.286021,0.629079
0.020000,2391.904941,6798.185980,2437.350487,601.981230,-144.187633,-26.050465,0.630308
0.020000,2401.580050,6805.253782,2449.332205,599.085894,-144.766822,-28.959434,0.631515
0.020000,2411.199820,6812.298807,2461.255809,596.180215,-145.283949,-25.856351,0.632699
0.020000,2420.764342,6819.320615,2473.121131,593.266092,-145.706148,-21.109944,0.633860
0.020000,2430.273677,6826.318757,2484.927970,590.341961,-146.206551,-25.020148,0.634999
0.020000,2439.727887,6833.292790,2496.676128,587.407924,-146.701817,-24.763290,0.636117
0.020000,2449.127031,6840.242279,2508.365410,584.464085,-147.191965,-24.507399,0.637213
0.020000,2458.471151,6847.166783,2519.995600,581.509514,-147.728561,-26.829827,0.638288
0.020000,2467.760318,6854.065890,2531.566525,578.546233,-148.164059,-21.774897,0.639341
0.020000,2476.994592,6860.939191,2543.078002,575.573840,-148.619645,-22.779308,0.640375
0.020000,2486.174029,6867.786279,2554.529843,572.592043,-149.089815,-23.508457,0.641387
0.020000,2495.298679,6874.606751,2565.921861,569.600943,-149.555040,-23.261251,0.642380
0.020000,2504.368595,6881.400214,2577.253874,566.600635,-150.015363,-23.016150,0.643353
0.020000,2513.383825,6888.166280,2588.525699,563.591219,-150.470829,-22.773308,0.644306
0.020000,2522.344417,6894.904568,2599.737154,560.572789,-150.921486,-22.532874,0.645240
0.020000,2531.250418,6901.614703,2610.888063,557.545441,-151.367386,-22.294985,0.646155
0.020000,2540.101873,6908.296317,2621.978249,554.509270,-151.808581,-22.059770,0.647052
0.020000,2548.898825,6914.949047,2633.007536,551.464367,-152.245128,-21.827351,0.647929
0.020000,2557.641317,6921.572537,2643.975752,548.410825,-152.677085,-21.597839,0.648789
0.020000,2566.329386,6928.166436,2654.882726,545.348670,-153.107762,-21.533864,0.649631
0.020000,2574.963053,6934.730386,2665.728261,542.276752,-153.595919,-24.407844,0.650455
0.020000,2583.542373,6941.264061,2676.512214,539.197656,-153.954797,-17.943887,0.651261
0.020000,2592.067383,6947.767130,2687.234420,536.110283,-154.368632,-20.691750,0.652051
0.020000,2600.538116,6954.239266,2697.894714,533.014719,-154.778184,-20.477603,0.652823
0.020000,2608.954607,6960.680149,2708.492935,529.911049,-155.183522,-20.266894,0.653579
0.020000,2617.316874,6967.089454,2719.028907,526.798586,-155.623132,-21.980511,0.654318
0.020000,2625.624932,6973.466860,2729.502451,523.677215,-156.068582,-22.272483,0.655041
0.020000,2633.878835,6979.812081,2739.913443,520.549586,-156.381434,-15.642623,0.655749
0.020000,2642.078610,6986.124819,2750.261726,517.414182,-156.770179,-19.437219,0.656440
0.020000,2650.224257,6992.404760,2760.547116,514.269465,-157.235883,-23.285228,0.657116
